time,open,high,low,close,volume
1756947600000,4467.72,4478.58,4449.53,4468.18,12716.0347
1756951200000,4468.17,4470.91,4419.13,4421.06,21760.263
1756954800000,4421.06,4429.32,4388.9,4398.03,46983.9895
1756958400000,4398.03,4414.9,4387.87,4392.0,16333.4304
1756962000000,4391.99,4391.99,4362.22,4375.29,20330.2448
1756965600000,4375.28,4382.76,4355.29,4365.01,22965.4273
1756969200000,4365.01,4383.18,4363.02,4371.04,8978.0942
1756972800000,4371.05,4392.02,4365.4,4369.82,20482.394
1756976400000,4369.83,4395.71,4369.82,4395.71,8137.7212
1756980000000,4395.71,4433.85,4393.0,4408.17,20536.2997
1756983600000,4408.17,4432.93,4392.8,4407.03,17194.9688
1756987200000,4407.04,4428.39,4383.33,4416.62,23755.9045
1756990800000,4416.62,4418.88,4366.66,4377.56,26890.3798
1756994400000,4377.56,4382.55,4328.22,4341.68,40306.0117
1756998000000,4341.68,4346.49,4293.06,4305.33,38666.1677
1757001600000,4305.32,4319.81,4285.0,4296.3,20871.3572
1757005200000,4296.3,4323.79,4295.69,4305.83,9085.8572
1757008800000,4305.84,4318.28,4271.0,4274.03,20299.7566
1757012400000,4274.03,4287.61,4265.33,4275.92,12929.7676
1757016000000,4275.92,4310.06,4272.3,4306.04,12382.9606
1757019600000,4306.05,4326.2,4302.82,4319.27,6271.3719
1757023200000,4319.27,4353.33,4316.42,4341.68,10833.7144
1757026800000,4341.68,4349.96,4295.93,4297.55,12843.4196
1757030400000,4297.56,4314.23,4291.02,4301.31,14033.3009
1757034000000,4301.32,4333.0,4298.32,4326.19,9475.9207
1757037600000,4326.2,4335.69,4299.18,4324.4,13253.8291
1757041200000,4324.4,4332.33,4297.79,4328.88,9053.6714
1757044800000,4328.89,4335.23,4316.57,4330.53,7408.7426
1757048400000,4330.54,4342.48,4327.33,4338.14,7935.4489
1757052000000,4338.15,4341.71,4322.61,4332.66,7402.7845
1757055600000,4332.66,4428.67,4332.16,4417.29,50113.8128
1757059200000,4417.29,4420.97,4386.6,4406.33,27612.7445
1757062800000,4406.34,4409.3,4373.2,4397.4,17309.1034
1757066400000,4397.39,4423.0,4395.49,4409.99,17191.0005
1757070000000,4409.99,4426.31,4406.8,4417.39,19441.158
1757073600000,4417.38,4490.0,4406.46,4471.12,92125.6383
1757077200000,4471.12,4479.95,4434.61,4442.8,45839.3662
1757080800000,4442.79,4442.79,4263.37,4273.62,131789.3852
1757084400000,4273.61,4304.95,4256.03,4283.39,49230.8563
1757088000000,4283.4,4303.75,4274.56,4297.81,17892.936
1757091600000,4297.81,4299.21,4272.35,4289.99,13261.186
1757095200000,4289.99,4317.16,4284.38,4312.93,13598.3461
1757098800000,4312.94,4331.9,4306.2,4331.54,14914.4522
1757102400000,4331.54,4343.03,4321.76,4338.66,11723.4265
1757106000000,4338.65,4339.03,4286.71,4296.91,21261.6984
1757109600000,4296.9,4319.59,4295.47,4313.0,7790.2451
1757113200000,4313.0,4318.75,4304.16,4307.45,4510.8218
1757116800000,4307.46,4329.3,4302.77,4322.97,7779.0619
1757120400000,4322.97,4325.33,4312.63,4318.18,3833.0399
1757124000000,4318.18,4323.36,4304.5,4323.1,4801.8979
1757127600000,4323.09,4325.0,4316.65,4320.42,3969.2612
1757131200000,4320.43,4320.43,4301.94,4309.24,5178.2328
1757134800000,4309.25,4312.47,4290.71,4295.0,7136.1173
1757138400000,4295.01,4307.4,4292.95,4302.61,3322.298
1757142000000,4302.62,4314.33,4300.0,4312.26,3227.015
1757145600000,4312.27,4315.05,4305.04,4310.82,4266.9543
1757149200000,4310.81,4310.81,4291.44,4292.99,5305.437
1757152800000,4293.0,4303.43,4286.08,4300.94,3974.2622
1757156400000,4300.95,4301.47,4290.93,4299.99,4075.8944
1757160000000,4300.0,4308.39,4292.0,4299.63,5408.2603
1757163600000,4299.63,4302.33,4287.17,4293.73,15009.7112
1757167200000,4293.73,4301.46,4292.0,4295.91,5915.5952
1757170800000,4295.91,4297.0,4263.19,4270.24,18603.0402
1757174400000,4270.23,4304.25,4236.0,4289.97,34903.9862
1757178000000,4289.97,4292.02,4266.82,4273.23,6662.0
1757181600000,4273.23,4287.46,4269.27,4279.17,5523.7348
1757185200000,4279.17,4281.24,4251.24,4255.48,12293.0789
1757188800000,4255.48,4280.59,4253.35,4279.06,5874.8533
1757192400000,4279.07,4286.55,4269.0,4283.31,10097.9983
1757196000000,4283.3,4288.0,4270.13,4277.78,9150.9846
1757199600000,4277.79,4283.7,4268.01,4273.14,4853.3537
1757203200000,4273.15,4288.69,4270.81,4284.0,5906.6451
1757206800000,4284.01,4303.43,4283.0,4294.99,7133.1504
1757210400000,4294.99,4303.43,4288.47,4299.43,4562.5586
1757214000000,4299.43,4304.08,4292.41,4296.9,4322.6383
1757217600000,4296.9,4302.57,4292.88,4301.38,3788.2923
1757221200000,4301.39,4303.43,4292.12,4294.65,3666.3345
1757224800000,4294.64,4295.38,4283.0,4283.82,5134.7075
1757228400000,4283.83,4307.2,4276.76,4294.56,7412.8001
1757232000000,4294.57,4315.35,4294.57,4301.14,11098.2766
1757235600000,4301.14,4312.01,4291.65,4299.75,9002.5975
1757239200000,4299.76,4306.19,4296.78,4305.59,9642.4144
1757242800000,4305.58,4310.88,4303.62,4310.87,11279.3306
1757246400000,4310.88,4310.94,4294.03,4300.91,4983.7581
1757250000000,4300.91,4308.0,4288.95,4305.22,6486.0822
1757253600000,4305.21,4311.23,4297.31,4299.96,8243.2169
1757257200000,4299.96,4305.36,4296.49,4299.38,7868.8473
1757260800000,4299.39,4301.62,4283.13,4284.06,7450.9928
1757264400000,4284.07,4287.88,4272.3,4275.29,10187.7319
1757268000000,4275.29,4283.8,4270.81,4281.09,5011.9608
1757271600000,4281.1,4296.49,4277.0,4293.48,4239.6184
1757275200000,4293.47,4300.0,4281.34,4300.0,4730.9807
1757278800000,4300.0,4300.7,4287.28,4288.11,3247.8195
1757282400000,4288.1,4311.0,4287.12,4309.46,7080.2866
1757286000000,4309.47,4336.02,4298.36,4306.19,17139.7961
1757289600000,4306.19,4318.74,4292.5,4298.86,10111.2529
1757293200000,4298.85,4302.25,4285.0,4292.4,13511.5689
1757296800000,4292.41,4309.22,4279.0,4309.1,12670.0878
1757300400000,4309.1,4330.97,4304.03,4311.87,15023.9074
1757304000000,4311.87,4313.59,4295.65,4298.15,5780.9404
1757307600000,4298.15,4304.34,4289.68,4297.05,5625.3948
1757311200000,4297.06,4303.19,4289.56,4292.21,7567.8232
1757314800000,4292.22,4311.67,4287.68,4291.78,13238.152
1757318400000,4291.78,4304.69,4288.3,4301.79,13198.9157
1757322000000,4301.79,4334.98,4297.39,4318.93,27271.1434
1757325600000,4318.93,4337.77,4315.18,4328.69,19652.835
1757329200000,4328.69,4329.76,4300.0,4312.41,21102.6426
1757332800000,4312.42,4322.6,4306.19,4320.46,11623.9289
1757336400000,4320.46,4362.88,4316.4,4320.12,41711.4619
1757340000000,4320.13,4358.0,4315.0,4350.72,20262.1552
1757343600000,4350.72,4384.06,4344.41,4371.64,32276.4999
1757347200000,4371.64,4373.43,4334.31,4339.02,12652.752
1757350800000,4339.01,4343.29,4300.16,4311.48,19774.2328
1757354400000,4311.47,4336.16,4310.0,4329.71,7768.6555
1757358000000,4329.72,4329.72,4284.44,4293.0,19552.8485
1757361600000,4293.0,4301.93,4281.8,4298.45,11285.7392
1757365200000,4298.45,4322.18,4294.27,4322.17,11791.4365
1757368800000,4322.18,4332.5,4307.59,4311.14,11509.1415
1757372400000,4311.14,4320.16,4296.55,4306.37,7918.9195
1757376000000,4306.36,4316.03,4289.29,4301.99,12120.768
1757379600000,4301.99,4307.9,4282.3,4286.66,16278.2172
1757383200000,4286.66,4294.88,4276.76,4290.82,11567.5618
1757386800000,4290.81,4308.44,4288.24,4306.63,8402.2339
1757390400000,4306.62,4318.0,4303.29,4313.56,10446.1691
1757394000000,4313.56,4320.65,4302.5,4318.87,6265.3619
1757397600000,4318.87,4375.41,4315.46,4365.66,41173.124
1757401200000,4365.65,4381.87,4346.06,4361.53,29773.7996
1757404800000,4361.53,4366.77,4343.79,4359.68,16829.8234
1757408400000,4359.68,4366.11,4352.64,4357.2,9419.2244
1757412000000,4357.2,4363.16,4342.16,4348.73,12939.1252
1757415600000,4348.73,4356.0,4344.54,4347.34,8504.8467
1757419200000,4347.33,4367.44,4329.12,4345.19,18092.2539
1757422800000,4345.2,4360.75,4324.07,4347.42,26126.9189
1757426400000,4347.42,4362.11,4286.0,4306.24,56739.1936
1757430000000,4306.24,4310.0,4277.06,4284.94,49887.0407
1757433600000,4284.94,4297.16,4278.13,4288.11,14026.7964
1757437200000,4288.12,4296.66,4280.01,4285.91,9764.2959
1757440800000,4285.92,4294.85,4280.51,4286.64,11336.9186
1757444400000,4286.64,4299.99,4285.44,4295.0,6656.0567
1757448000000,4295.0,4306.14,4281.0,4304.88,10488.8957
1757451600000,4304.89,4319.67,4294.61,4302.43,7107.5042
1757455200000,4302.44,4318.6,4299.2,4318.6,6314.6478
1757458800000,4318.59,4318.6,4302.99,4310.09,5225.0045
1757462400000,4310.08,4314.96,4285.1,4285.73,10339.301
1757466000000,4285.73,4314.33,4285.24,4302.78,12780.2575
1757469600000,4302.77,4326.09,4302.77,4317.27,13505.3994
1757473200000,4317.26,4323.74,4308.26,4320.44,7292.6051
1757476800000,4320.45,4320.45,4307.78,4312.27,5701.5549
1757480400000,4312.27,4317.8,4294.92,4308.54,14056.5851
1757484000000,4308.51,4318.5,4297.56,4312.99,14535.032
1757487600000,4313.0,4333.28,4311.77,4329.82,16686.709
1757491200000,4329.83,4335.02,4323.44,4332.41,25884.816
1757494800000,4332.42,4333.36,4309.5,4325.08,14067.6835
1757498400000,4325.08,4333.0,4317.26,4326.93,10966.2172
1757502000000,4326.94,4333.0,4322.21,4331.31,9523.5132
1757505600000,4331.3,4392.29,4330.0,4370.99,64817.1385
1757509200000,4370.99,4439.99,4357.33,4417.92,70322.8229
1757512800000,4417.92,4453.57,4398.15,4401.26,43388.2272
1757516400000,4401.26,4425.0,4396.09,4404.9,25686.0486
1757520000000,4404.9,4409.31,4362.57,4385.71,27585.0137
1757523600000,4385.71,4397.23,4342.85,4367.14,26962.8485
1757527200000,4367.14,4373.34,4327.01,4341.5,23115.1781
1757530800000,4341.5,4342.92,4300.59,4322.72,30504.424
1757534400000,4322.71,4335.55,4320.75,4329.92,12257.3603
1757538000000,4329.94,4353.87,4328.45,4349.93,11915.757
1757541600000,4349.92,4355.7,4337.63,4345.8,7654.5148
1757545200000,4345.79,4355.61,4339.35,4349.32,7084.9023
1757548800000,4349.33,4360.5,4338.82,4359.83,8256.7625
1757552400000,4359.82,4383.26,4355.0,4365.55,12579.757
1757556000000,4365.55,4385.3,4362.35,4376.77,9760.8195
1757559600000,4376.77,4408.0,4372.76,4404.1,18574.0716
